EntryID	OrganismName	Kingdom	SequenceLength	HelixDomain
Q6UW78	Homo sapiens	Metazoa	93	True
Q6UXV4	Homo sapiens	Metazoa	268	False
Q5T1C6	Homo sapiens	Metazoa	240	False
O60830	Homo sapiens	Metazoa	172	True
O15226	Homo sapiens	Metazoa	690	False
O75691	Homo sapiens	Metazoa	2785	False
O95059	Homo sapiens	Metazoa	124	False
P36954	Homo sapiens	Metazoa	125	False
P56182	Homo sapiens	Metazoa	461	False
Q14690	Homo sapiens	Metazoa	1871	False
Q5QJE6	Homo sapiens	Metazoa	756	False
Q5TKA1	Homo sapiens	Metazoa	542	False
Q6NZY4	Homo sapiens	Metazoa	707	False
Q86YI8	Homo sapiens	Metazoa	300	False
Q8N3Z6	Homo sapiens	Metazoa	543	False
Q8NCE0	Homo sapiens	Metazoa	465	False
Q96HI0	Homo sapiens	Metazoa	755	False
Q9H8H0	Homo sapiens	Metazoa	719	False
Q9UMY1	Homo sapiens	Metazoa	257	False
Q9Y2K1	Homo sapiens	Metazoa	713	False
O95278	Homo sapiens	Metazoa	331	False
Q9H190	Homo sapiens	Metazoa	292	False
O75324	Homo sapiens	Metazoa	88	True
Q5TGZ0	Homo sapiens	Metazoa	78	True
Q8N8Q8	Homo sapiens	Metazoa	333	False
Q9NWH2	Homo sapiens	Metazoa	141	True
Q9UJA2	Homo sapiens	Metazoa	301	False
Q9Y512	Homo sapiens	Metazoa	469	False
Q5EBL4	Homo sapiens	Metazoa	403	False
P40121	Homo sapiens	Metazoa	348	False
Q96PZ2	Homo sapiens	Metazoa	611	False
Q9NVH2	Homo sapiens	Metazoa	962	False
Q9Y4R8	Homo sapiens	Metazoa	837	False
O00488	Homo sapiens	Metazoa	134	False
O60306	Homo sapiens	Metazoa	1485	False
O75934	Homo sapiens	Metazoa	225	False
P62913	Homo sapiens	Metazoa	178	False
Q5C9Z4	Homo sapiens	Metazoa	860	False
Q5T5X7	Homo sapiens	Metazoa	828	False
Q8IWA0	Homo sapiens	Metazoa	830	False
Q9C086	Homo sapiens	Metazoa	356	False
Q9HAJ7	Homo sapiens	Metazoa	183	False
Q9NYH9	Homo sapiens	Metazoa	597	False
Q9BZV1	Homo sapiens	Metazoa	441	False
A6NHQ2	Homo sapiens	Metazoa	334	False
Q12788	Homo sapiens	Metazoa	808	False
Q5H9S7	Homo sapiens	Metazoa	520	False
Q5T8A7	Homo sapiens	Metazoa	1209	False
Q7Z2T5	Homo sapiens	Metazoa	733	False
Q8WYQ5	Homo sapiens	Metazoa	773	False
Q969H6	Homo sapiens	Metazoa	163	False
Q96NY9	Homo sapiens	Metazoa	551	False
Q9NYV6	Homo sapiens	Metazoa	651	False
P01583	Homo sapiens	Metazoa	271	False
Q13426	Homo sapiens	Metazoa	336	False
Q4L180	Homo sapiens	Metazoa	1135	False
Q8IZU0	Homo sapiens	Metazoa	186	False
Q8NEY8	Homo sapiens	Metazoa	458	False
Q96C12	Homo sapiens	Metazoa	935	False
Q9BUH6	Homo sapiens	Metazoa	204	False
Q9NTJ3	Homo sapiens	Metazoa	1288	False
Q9ULU4	Homo sapiens	Metazoa	1186	False
P51636	Homo sapiens	Metazoa	162	False
O95782	Homo sapiens	Metazoa	977	False
P32970	Homo sapiens	Metazoa	193	False
P54920	Homo sapiens	Metazoa	295	False
P58418	Homo sapiens	Metazoa	232	True
Q6PIU2	Homo sapiens	Metazoa	408	False
Q6ZWK4	Homo sapiens	Metazoa	172	True
Q86YT5	Homo sapiens	Metazoa	568	True
Q9HAB3	Homo sapiens	Metazoa	445	True
Q9HCJ1	Homo sapiens	Metazoa	492	True
Q9NP94	Homo sapiens	Metazoa	309	True
Q9NQW8	Homo sapiens	Metazoa	809	False
Q9NX52	Homo sapiens	Metazoa	303	True
Q9P258	Homo sapiens	Metazoa	522	False
Q7Z6G3	Homo sapiens	Metazoa	386	False
Q8NCG7	Homo sapiens	Metazoa	672	True
Q96L08	Homo sapiens	Metazoa	255	False
Q14678	Homo sapiens	Metazoa	1352	False
P17540	Homo sapiens	Metazoa	419	False
Q9BT17	Homo sapiens	Metazoa	334	False
Q9Y3D7	Homo sapiens	Metazoa	125	False
P21580	Homo sapiens	Metazoa	790	False
P62993	Homo sapiens	Metazoa	217	False
Q14157	Homo sapiens	Metazoa	1087	False
Q6ZV65	Homo sapiens	Metazoa	393	False
Q7Z5K2	Homo sapiens	Metazoa	1190	False
Q96FF9	Homo sapiens	Metazoa	252	False
Q9BPX3	Homo sapiens	Metazoa	1015	False
Q13216	Homo sapiens	Metazoa	396	False
Q96CA5	Homo sapiens	Metazoa	298	False
Q9H2S6	Homo sapiens	Metazoa	317	False
Q9P000	Homo sapiens	Metazoa	198	False
Q9Y315	Homo sapiens	Metazoa	318	False
A6NFQ2	Homo sapiens	Metazoa	919	False
O95180	Homo sapiens	Metazoa	2353	False
Q01726	Homo sapiens	Metazoa	317	False
Q15057	Homo sapiens	Metazoa	778	False
Q6DKI7	Homo sapiens	Metazoa	326	True
Q6TCH4	Homo sapiens	Metazoa	344	True
Q7RTY1	Homo sapiens	Metazoa	509	True
Q86WR0	Homo sapiens	Metazoa	208	True
Q8IZF0	Homo sapiens	Metazoa	1738	False
Q8N5I2	Homo sapiens	Metazoa	433	False
Q9NYV7	Homo sapiens	Metazoa	291	False
Q9Y3A0	Homo sapiens	Metazoa	265	False
Q12981	Homo sapiens	Metazoa	228	False
Q9Y6G1	Homo sapiens	Metazoa	99	True
P38398	Homo sapiens	Metazoa	1863	False
Q14005	Homo sapiens	Metazoa	1332	False
Q6P589	Homo sapiens	Metazoa	184	False
Q96HA7	Homo sapiens	Metazoa	1378	False
Q9BWK5	Homo sapiens	Metazoa	157	False
Q9BY41	Homo sapiens	Metazoa	377	False
P19440	Homo sapiens	Metazoa	569	False
P26717	Homo sapiens	Metazoa	231	False
P34981	Homo sapiens	Metazoa	398	False
Q13936	Homo sapiens	Metazoa	2221	False
Q14D04	Homo sapiens	Metazoa	833	False
Q2HXU8	Homo sapiens	Metazoa	276	False
Q5BVD1	Homo sapiens	Metazoa	217	True
Q7Z7G2	Homo sapiens	Metazoa	160	False
Q96IZ2	Homo sapiens	Metazoa	230	True
Q9BRQ5	Homo sapiens	Metazoa	295	True
Q9BX79	Homo sapiens	Metazoa	667	True
Q9H813	Homo sapiens	Metazoa	350	True
Q9UI40	Homo sapiens	Metazoa	661	True
B0L3A2	Homo sapiens	Metazoa	85	True
O60779	Homo sapiens	Metazoa	497	True
P01880	Homo sapiens	Metazoa	430	False
Q00013	Homo sapiens	Metazoa	466	False
Q5T197	Homo sapiens	Metazoa	706	True
Q6EIG7	Homo sapiens	Metazoa	209	False
Q6PJF5	Homo sapiens	Metazoa	856	False
Q8IVQ6	Homo sapiens	Metazoa	265	True
Q8N2C7	Homo sapiens	Metazoa	3258	False
Q9BSF0	Homo sapiens	Metazoa	95	False
Q9P1Z3	Homo sapiens	Metazoa	774	False
O60239	Homo sapiens	Metazoa	455	False
Q8TEB9	Homo sapiens	Metazoa	315	True
O95833	Homo sapiens	Metazoa	236	True
P12956	Homo sapiens	Metazoa	609	False
P80217	Homo sapiens	Metazoa	286	False
Q01831	Homo sapiens	Metazoa	940	False
Q15003	Homo sapiens	Metazoa	741	False
Q7Z3K3	Homo sapiens	Metazoa	1410	False
P52594	Homo sapiens	Metazoa	562	False
Q7Z624	Homo sapiens	Metazoa	323	False
Q9UM07	Homo sapiens	Metazoa	663	False
Q9Y5L0	Homo sapiens	Metazoa	923	False
O75616	Homo sapiens	Metazoa	437	False
Q9Y6N1	Homo sapiens	Metazoa	276	False
Q86YV9	Homo sapiens	Metazoa	775	False
O43909	Homo sapiens	Metazoa	919	False
Q5T3J3	Homo sapiens	Metazoa	769	False
Q9H6U6	Homo sapiens	Metazoa	928	False
Q8WVT3	Homo sapiens	Metazoa	735	False
O75132	Homo sapiens	Metazoa	1171	False
P22674	Homo sapiens	Metazoa	350	False
P39023	Homo sapiens	Metazoa	403	False
P46783	Homo sapiens	Metazoa	165	False
P62277	Homo sapiens	Metazoa	151	False
Q02040	Homo sapiens	Metazoa	695	False
Q14978	Homo sapiens	Metazoa	699	False
Q53GL7	Homo sapiens	Metazoa	1025	False
Q5T4T6	Homo sapiens	Metazoa	812	False
Q69383	Homo sapiens	Metazoa	105	False
Q96FQ6	Homo sapiens	Metazoa	103	False
Q7Z614	Homo sapiens	Metazoa	316	False
O15524	Homo sapiens	Metazoa	211	False
Q8WUX9	Homo sapiens	Metazoa	453	False
Q9BV20	Homo sapiens	Metazoa	369	False
O60936	Homo sapiens	Metazoa	208	False
P07199	Homo sapiens	Metazoa	599	False
P25398	Homo sapiens	Metazoa	132	False
P42677	Homo sapiens	Metazoa	84	False
P62249	Homo sapiens	Metazoa	146	False
P62847	Homo sapiens	Metazoa	133	False
Q12905	Homo sapiens	Metazoa	390	False
Q12906	Homo sapiens	Metazoa	894	False
Q4KMQ1	Homo sapiens	Metazoa	711	False
Q5F1R6	Homo sapiens	Metazoa	531	False
Q6P6C2	Homo sapiens	Metazoa	394	False
Q86WV5	Homo sapiens	Metazoa	123	False
Q8N9N2	Homo sapiens	Metazoa	400	False
Q8WXC6	Homo sapiens	Metazoa	57	False
Q92585	Homo sapiens	Metazoa	1016	False
Q9H6F5	Homo sapiens	Metazoa	360	False
Q9NUX5	Homo sapiens	Metazoa	634	False
Q53H12	Homo sapiens	Metazoa	422	False
Q96N21	Homo sapiens	Metazoa	525	False
Q9BSJ5	Homo sapiens	Metazoa	609	False
Q96PE3	Homo sapiens	Metazoa	977	False
P50440	Homo sapiens	Metazoa	423	False
Q15785	Homo sapiens	Metazoa	309	False
Q8N6F7	Homo sapiens	Metazoa	178	False
Q8NB16	Homo sapiens	Metazoa	471	False
Q8TAX9	Homo sapiens	Metazoa	416	False
Q9Y3S1	Homo sapiens	Metazoa	2297	False
O43924	Homo sapiens	Metazoa	150	False
O94979	Homo sapiens	Metazoa	1220	False
A4D1E9	Homo sapiens	Metazoa	387	False
O43482	Homo sapiens	Metazoa	229	False
P23490	Homo sapiens	Metazoa	312	False
P60709	Homo sapiens	Metazoa	375	False
Q12874	Homo sapiens	Metazoa	501	False
Q13868	Homo sapiens	Metazoa	293	False
Q14498	Homo sapiens	Metazoa	530	False
Q68CJ6	Homo sapiens	Metazoa	796	False
Q6IPU0	Homo sapiens	Metazoa	288	False
Q6P0N0	Homo sapiens	Metazoa	1132	False
Q70EL2	Homo sapiens	Metazoa	814	False
Q8NCN4	Homo sapiens	Metazoa	708	False
Q8NDD1	Homo sapiens	Metazoa	293	False
Q92878	Homo sapiens	Metazoa	1312	False
Q96AP0	Homo sapiens	Metazoa	458	False
Q96CJ1	Homo sapiens	Metazoa	260	False
Q9H1I8	Homo sapiens	Metazoa	757	False
Q9H5U6	Homo sapiens	Metazoa	513	False
Q9NSN8	Homo sapiens	Metazoa	517	False
Q9P275	Homo sapiens	Metazoa	1123	False
Q9UL40	Homo sapiens	Metazoa	294	False
O14492	Homo sapiens	Metazoa	632	False
P17655	Homo sapiens	Metazoa	700	False
P50591	Homo sapiens	Metazoa	281	False
Q86W26	Homo sapiens	Metazoa	655	False
Q9H7D0	Homo sapiens	Metazoa	1870	False
Q9UQC2	Homo sapiens	Metazoa	676	False
O00257	Homo sapiens	Metazoa	560	False
P14866	Homo sapiens	Metazoa	589	False
Q4VC44	Homo sapiens	Metazoa	716	False
Q6ZQX7	Homo sapiens	Metazoa	453	False
Q8TF01	Homo sapiens	Metazoa	805	False
Q92766	Homo sapiens	Metazoa	1687	False
Q969X6	Homo sapiens	Metazoa	686	False
Q96SQ7	Homo sapiens	Metazoa	321	False
Q9BQG0	Homo sapiens	Metazoa	1328	False
Q9H0G5	Homo sapiens	Metazoa	558	False
Q9NX58	Homo sapiens	Metazoa	379	False
Q9P0U4	Homo sapiens	Metazoa	656	False
Q9P1T7	Homo sapiens	Metazoa	246	False
O60832	Homo sapiens	Metazoa	514	False
P08708	Homo sapiens	Metazoa	135	False
P13010	Homo sapiens	Metazoa	732	False
P18583	Homo sapiens	Metazoa	2426	False
P62241	Homo sapiens	Metazoa	208	False
P82979	Homo sapiens	Metazoa	210	False
Q14019	Homo sapiens	Metazoa	142	False
Q5HYJ3	Homo sapiens	Metazoa	339	False
Q7L2Z9	Homo sapiens	Metazoa	268	False
Q8N0S6	Homo sapiens	Metazoa	344	False
Q96AQ6	Homo sapiens	Metazoa	731	False
Q96PM9	Homo sapiens	Metazoa	386	False
Q99547	Homo sapiens	Metazoa	160	False
Q9UGY1	Homo sapiens	Metazoa	213	False
Q9UQ35	Homo sapiens	Metazoa	2752	False
Q9NZD8	Homo sapiens	Metazoa	308	False
P00918	Homo sapiens	Metazoa	260	False
P42356	Homo sapiens	Metazoa	2102	False
P55160	Homo sapiens	Metazoa	1127	False
Q13685	Homo sapiens	Metazoa	434	False
Q5JS13	Homo sapiens	Metazoa	557	False
Q8WV28	Homo sapiens	Metazoa	456	False
Q9BUZ4	Homo sapiens	Metazoa	470	False
Q6UWF3	Homo sapiens	Metazoa	145	True
P58753	Homo sapiens	Metazoa	221	False
Q4KMP7	Homo sapiens	Metazoa	808	False
Q5VWQ8	Homo sapiens	Metazoa	1189	False
Q6W5P4	Homo sapiens	Metazoa	371	False
Q8WXG6	Homo sapiens	Metazoa	1647	False
Q9NZB2	Homo sapiens	Metazoa	1118	False
O60729	Homo sapiens	Metazoa	498	False
O75821	Homo sapiens	Metazoa	320	False
O95415	Homo sapiens	Metazoa	125	True
P16383	Homo sapiens	Metazoa	781	False
Q9NWT6	Homo sapiens	Metazoa	349	False
Q969F0	Homo sapiens	Metazoa	183	False
Q96PH1	Homo sapiens	Metazoa	765	False
Q8N2F6	Homo sapiens	Metazoa	343	True
O60356	Homo sapiens	Metazoa	82	False
P23526	Homo sapiens	Metazoa	432	False
Q15004	Homo sapiens	Metazoa	111	False
Q9GZL7	Homo sapiens	Metazoa	423	False
P15313	Homo sapiens	Metazoa	513	False
P46059	Homo sapiens	Metazoa	708	True
P84996	Homo sapiens	Metazoa	626	False
Q8N695	Homo sapiens	Metazoa	610	True
Q8WY64	Homo sapiens	Metazoa	445	False
Q14642	Homo sapiens	Metazoa	412	False
P15382	Homo sapiens	Metazoa	129	True
Q7Z3D4	Homo sapiens	Metazoa	306	False
Q9UHP7	Homo sapiens	Metazoa	191	False
Q6PJT7	Homo sapiens	Metazoa	736	False
Q9C0C2	Homo sapiens	Metazoa	1729	False
Q9H204	Homo sapiens	Metazoa	178	False
P54198	Homo sapiens	Metazoa	1017	False
Q86TB3	Homo sapiens	Metazoa	2170	False
Q8N7J2	Homo sapiens	Metazoa	671	False
Q8NBI5	Homo sapiens	Metazoa	491	True
Q9Y6W5	Homo sapiens	Metazoa	498	False
Q8IXI2	Homo sapiens	Metazoa	618	False
Q14694	Homo sapiens	Metazoa	798	False
Q6PIV2	Homo sapiens	Metazoa	292	False
Q7L5N1	Homo sapiens	Metazoa	327	False
Q96AJ1	Homo sapiens	Metazoa	413	False
Q99598	Homo sapiens	Metazoa	290	False
Q9NP98	Homo sapiens	Metazoa	299	False
Q9NZM5	Homo sapiens	Metazoa	478	False
Q9UKA1	Homo sapiens	Metazoa	691	False
Q9UNQ2	Homo sapiens	Metazoa	313	False
Q9Y4K3	Homo sapiens	Metazoa	522	False
P36543	Homo sapiens	Metazoa	226	False
Q15849	Homo sapiens	Metazoa	920	False
Q8NBS3	Homo sapiens	Metazoa	875	False
Q9HAP6	Homo sapiens	Metazoa	207	False
P30542	Homo sapiens	Metazoa	326	False
P30968	Homo sapiens	Metazoa	328	False
P48039	Homo sapiens	Metazoa	350	False
Q7Z418	Homo sapiens	Metazoa	384	True
Q8N9M5	Homo sapiens	Metazoa	508	False
Q8TDU6	Homo sapiens	Metazoa	330	False
Q92982	Homo sapiens	Metazoa	152	False
Q96P65	Homo sapiens	Metazoa	431	False
Q9H3N8	Homo sapiens	Metazoa	390	False
Q9NZD1	Homo sapiens	Metazoa	345	False
P19525	Homo sapiens	Metazoa	551	False
P23610	Homo sapiens	Metazoa	371	False
Q9UDY8	Homo sapiens	Metazoa	824	False
Q9Y605	Homo sapiens	Metazoa	127	False
Q0VD83	Homo sapiens	Metazoa	1097	False
Q8WVF1	Homo sapiens	Metazoa	389	False
Q96BI1	Homo sapiens	Metazoa	424	True
Q9BY07	Homo sapiens	Metazoa	1137	False
Q9Y2I9	Homo sapiens	Metazoa	924	False
Q12972	Homo sapiens	Metazoa	351	False
Q9BY77	Homo sapiens	Metazoa	421	False
Q96QF7	Homo sapiens	Metazoa	691	False
Q13492	Homo sapiens	Metazoa	652	False
Q9BY84	Homo sapiens	Metazoa	665	False
Q9BZR9	Homo sapiens	Metazoa	551	False
Q9H5P4	Homo sapiens	Metazoa	1033	False
Q9HBL8	Homo sapiens	Metazoa	299	False
O75387	Homo sapiens	Metazoa	559	True
O15374	Homo sapiens	Metazoa	487	True
P48995	Homo sapiens	Metazoa	793	False
P49683	Homo sapiens	Metazoa	370	False
Q3MIR4	Homo sapiens	Metazoa	351	True
Q8WXD0	Homo sapiens	Metazoa	754	False
Q9NW15	Homo sapiens	Metazoa	660	False
Q15811	Homo sapiens	Metazoa	1721	False
P18074	Homo sapiens	Metazoa	760	False
Q9BSI4	Homo sapiens	Metazoa	451	False
O43193	Homo sapiens	Metazoa	412	False
P13498	Homo sapiens	Metazoa	195	True
P49685	Homo sapiens	Metazoa	360	False
Q53TN4	Homo sapiens	Metazoa	286	False
Q86TG1	Homo sapiens	Metazoa	271	True
Q8NFU0	Homo sapiens	Metazoa	473	True
Q96P66	Homo sapiens	Metazoa	508	False
Q9UBH6	Homo sapiens	Metazoa	696	False
Q9Y2T6	Homo sapiens	Metazoa	319	False
Q9NVI7	Homo sapiens	Metazoa	586	False
P49756	Homo sapiens	Metazoa	843	False
Q8WXI9	Homo sapiens	Metazoa	593	False
Q9Y4L5	Homo sapiens	Metazoa	304	False
Q02447	Homo sapiens	Metazoa	781	False
Q8IX21	Homo sapiens	Metazoa	1173	False
Q9BT92	Homo sapiens	Metazoa	498	False
Q9NZM1	Homo sapiens	Metazoa	2061	False
Q9Y5W9	Homo sapiens	Metazoa	270	False
Q01453	Homo sapiens	Metazoa	160	True
Q08357	Homo sapiens	Metazoa	652	True
Q14973	Homo sapiens	Metazoa	349	False
Q6P4Q7	Homo sapiens	Metazoa	775	False
Q6PEY1	Homo sapiens	Metazoa	159	True
Q8NC24	Homo sapiens	Metazoa	303	True
Q8TDT2	Homo sapiens	Metazoa	470	False
Q9NQS5	Homo sapiens	Metazoa	396	False
Q9NSI6	Homo sapiens	Metazoa	2320	False
Q9BYE2	Homo sapiens	Metazoa	586	False
P21145	Homo sapiens	Metazoa	153	True
Q7Z602	Homo sapiens	Metazoa	305	False
Q86WB7	Homo sapiens	Metazoa	457	True
Q8NG98	Homo sapiens	Metazoa	312	False
O75817	Homo sapiens	Metazoa	140	False
Q15398	Homo sapiens	Metazoa	846	False
Q9H211	Homo sapiens	Metazoa	546	False
Q9HBM1	Homo sapiens	Metazoa	224	False
Q9UHB9	Homo sapiens	Metazoa	627	False
Q8N9N5	Homo sapiens	Metazoa	519	False
O96006	Homo sapiens	Metazoa	694	False
P33076	Homo sapiens	Metazoa	1130	False
Q5W0Q7	Homo sapiens	Metazoa	1092	False
Q99607	Homo sapiens	Metazoa	663	False
Q9Y2F5	Homo sapiens	Metazoa	2266	False
Q15287	Homo sapiens	Metazoa	305	False
Q6ZVD8	Homo sapiens	Metazoa	1323	False
Q9P2D0	Homo sapiens	Metazoa	1353	False
Q8IZ08	Homo sapiens	Metazoa	494	False
O95990	Homo sapiens	Metazoa	144	False
Q6EMB2	Homo sapiens	Metazoa	1281	False
Q96GM8	Homo sapiens	Metazoa	510	False
Q9H6E5	Homo sapiens	Metazoa	874	False
Q9NR21	Homo sapiens	Metazoa	338	False
Q9NW75	Homo sapiens	Metazoa	528	False
Q9Y3S2	Homo sapiens	Metazoa	320	False
P29965	Homo sapiens	Metazoa	261	False
Q8IZY2	Homo sapiens	Metazoa	2146	True
Q96GR2	Homo sapiens	Metazoa	724	False
Q9UJU6	Homo sapiens	Metazoa	430	False
O43822	Homo sapiens	Metazoa	256	False
O14893	Homo sapiens	Metazoa	280	False
O95229	Homo sapiens	Metazoa	277	False
Q8IYB3	Homo sapiens	Metazoa	904	False
Q8NG31	Homo sapiens	Metazoa	2342	False
Q9H410	Homo sapiens	Metazoa	356	False
Q9NWZ8	Homo sapiens	Metazoa	242	False
Q9UJX4	Homo sapiens	Metazoa	755	False
O14894	Homo sapiens	Metazoa	197	True
Q9BZJ7	Homo sapiens	Metazoa	368	False
Q9UKJ5	Homo sapiens	Metazoa	165	False
Q7Z7A4	Homo sapiens	Metazoa	578	False
Q96AE7	Homo sapiens	Metazoa	1141	False
Q99884	Homo sapiens	Metazoa	636	False
Q587J8	Homo sapiens	Metazoa	217	False
Q96QD9	Homo sapiens	Metazoa	318	False
Q9H869	Homo sapiens	Metazoa	796	False
Q9NU22	Homo sapiens	Metazoa	5596	False
Q15013	Homo sapiens	Metazoa	274	False
Q8IWD4	Homo sapiens	Metazoa	279	False
Q96H22	Homo sapiens	Metazoa	339	False
P37840	Homo sapiens	Metazoa	140	False
Q6P1K2	Homo sapiens	Metazoa	205	False
Q8NBT2	Homo sapiens	Metazoa	197	False
Q96IY1	Homo sapiens	Metazoa	281	False
Q9UKK3	Homo sapiens	Metazoa	1724	False
Q5TAX3	Homo sapiens	Metazoa	1644	False
Q9VSA3	Drosophila melanogaster	Metazoa	419	False
O43813	Homo sapiens	Metazoa	399	False
P17256	Rattus norvegicus	Metazoa	395	False
A1XBS5	Homo sapiens	Metazoa	289	False
Q96E35	Homo sapiens	Metazoa	227	False
Q9Y2L1	Homo sapiens	Metazoa	958	False
Q9Y530	Homo sapiens	Metazoa	152	False
Q8NHU3	Homo sapiens	Metazoa	365	True
Q9CQR4	Mus musculus	Metazoa	140	False
Q03188	Homo sapiens	Metazoa	943	False
Q13342	Homo sapiens	Metazoa	867	False
Q86UA6	Homo sapiens	Metazoa	219	False
Q9BU64	Homo sapiens	Metazoa	300	False
P09132	Homo sapiens	Metazoa	144	False
Q5T200	Homo sapiens	Metazoa	1668	False
Q66PJ3	Homo sapiens	Metazoa	237	False
Q674X7	Homo sapiens	Metazoa	775	False
Q86UV5	Homo sapiens	Metazoa	1035	False
Q9BRP8	Homo sapiens	Metazoa	204	False
Q9NPD3	Homo sapiens	Metazoa	245	False
Q99567	Homo sapiens	Metazoa	741	False
Q8TAF3	Homo sapiens	Metazoa	677	False
Q15233	Homo sapiens	Metazoa	471	False
Q7Z2E3	Homo sapiens	Metazoa	356	False
Q96S99	Homo sapiens	Metazoa	279	False
Q9UKV3	Homo sapiens	Metazoa	1341	False
P35658	Homo sapiens	Metazoa	2090	False
Q8WV24	Homo sapiens	Metazoa	401	False
Q96DE5	Homo sapiens	Metazoa	110	False
C9JLW8	Homo sapiens	Metazoa	97	False
Q9NPJ4	Homo sapiens	Metazoa	139	False
Q8TDM6	Homo sapiens	Metazoa	1919	False
O75204	Homo sapiens	Metazoa	238	False
Q96GC9	Homo sapiens	Metazoa	406	True
Q9Y6D0	Homo sapiens	Metazoa	94	True
P11836	Homo sapiens	Metazoa	297	True
Q16206	Homo sapiens	Metazoa	610	False
Q9UM54	Homo sapiens	Metazoa	1294	False
O15047	Homo sapiens	Metazoa	1707	False
Q9Y3C5	Homo sapiens	Metazoa	154	False
P78317	Homo sapiens	Metazoa	190	False
Q8N2Z9	Homo sapiens	Metazoa	138	False
Q96BT3	Homo sapiens	Metazoa	561	False
Q9BS16	Homo sapiens	Metazoa	269	False
P78508	Homo sapiens	Metazoa	379	False
Q9NSP4	Homo sapiens	Metazoa	180	False
Q9UIS9	Homo sapiens	Metazoa	605	False
Q58A45	Homo sapiens	Metazoa	887	False
Q6P2E9	Homo sapiens	Metazoa	1401	False
Q9NPI6	Homo sapiens	Metazoa	582	False
A1A4Y4	Homo sapiens	Metazoa	181	False
Q14164	Homo sapiens	Metazoa	716	False
Q9UBY9	Homo sapiens	Metazoa	170	False
Q02410	Homo sapiens	Metazoa	837	False
Q6PCD5	Homo sapiens	Metazoa	774	False
Q9UJX3	Homo sapiens	Metazoa	565	False
P13264	Rattus norvegicus	Metazoa	674	False
Q86VE9	Homo sapiens	Metazoa	423	True
Q969F2	Homo sapiens	Metazoa	451	False
Q96QA5	Homo sapiens	Metazoa	445	False
Q04637	Homo sapiens	Metazoa	1599	False
Q504Q3	Homo sapiens	Metazoa	1202	False
Q9NUL5	Homo sapiens	Metazoa	291	False
Q9BWN1	Homo sapiens	Metazoa	585	False
Q9NYF8	Homo sapiens	Metazoa	920	False
O15265	Homo sapiens	Metazoa	892	False
P0DI81	Homo sapiens	Metazoa	140	False
P57678	Homo sapiens	Metazoa	1058	False
Q8IWS0	Homo sapiens	Metazoa	365	False
Q9BZL6	Homo sapiens	Metazoa	878	False
Q9H840	Homo sapiens	Metazoa	131	False
Q9Y266	Homo sapiens	Metazoa	331	False
O75508	Homo sapiens	Metazoa	207	True
Q15464	Homo sapiens	Metazoa	509	False
Q86X29	Homo sapiens	Metazoa	649	False
A2A288	Homo sapiens	Metazoa	527	False
P50749	Homo sapiens	Metazoa	326	False
Q8IUG5	Homo sapiens	Metazoa	2567	False
Q8WU10	Homo sapiens	Metazoa	500	False
O75940	Homo sapiens	Metazoa	238	False
P45974	Homo sapiens	Metazoa	858	False
P55199	Homo sapiens	Metazoa	621	False
Q86TP1	Homo sapiens	Metazoa	453	False
Q8IU60	Homo sapiens	Metazoa	420	False
Q9UI30	Homo sapiens	Metazoa	125	False
P22985	Rattus norvegicus	Metazoa	1331	False
P23542	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	418	False
P80299	Rattus norvegicus	Metazoa	554	False
Q00055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	391	False
P13164	Homo sapiens	Metazoa	125	True
Q9BY10	Homo sapiens	Metazoa	475	False
Q9UBT7	Homo sapiens	Metazoa	734	False
O15068	Homo sapiens	Metazoa	1137	False
Q14722	Homo sapiens	Metazoa	419	False
Q9NRR8	Homo sapiens	Metazoa	79	False
P36956	Homo sapiens	Metazoa	1147	False
Q92624	Homo sapiens	Metazoa	585	False
Q53GS7	Homo sapiens	Metazoa	698	False
Q5JVF3	Homo sapiens	Metazoa	399	False
Q96NE9	Homo sapiens	Metazoa	622	False
Q9H079	Homo sapiens	Metazoa	304	False
O95630	Homo sapiens	Metazoa	424	False
Q92186	Homo sapiens	Metazoa	375	False
Q9HBM0	Homo sapiens	Metazoa	779	False
P56975	Homo sapiens	Metazoa	720	False
Q7Z410	Homo sapiens	Metazoa	1059	False
Q9UPX6	Homo sapiens	Metazoa	916	False
Q9NVV9	Homo sapiens	Metazoa	213	False
Q9Y4E5	Homo sapiens	Metazoa	1061	False
A1Z6S7	Drosophila melanogaster	Metazoa	635	False
Q9ER97	Mus musculus	Metazoa	151	False
O60733	Homo sapiens	Metazoa	806	False
Q5VZK9	Homo sapiens	Metazoa	1371	False
Q68D91	Homo sapiens	Metazoa	279	False
Q8WUG5	Homo sapiens	Metazoa	649	False
Q9LVM5	Arabidopsis thaliana	Viridiplantae	324	False
Q9BXP2	Homo sapiens	Metazoa	914	True
P23276	Homo sapiens	Metazoa	732	False
Q8IUY3	Homo sapiens	Metazoa	354	False
Q8IWV1	Homo sapiens	Metazoa	398	False
O60336	Homo sapiens	Metazoa	1514	False
Q8WXD5	Homo sapiens	Metazoa	167	False
Q93009	Homo sapiens	Metazoa	1102	False
Q9HAF1	Homo sapiens	Metazoa	191	False
O15554	Homo sapiens	Metazoa	427	False
Q13325	Homo sapiens	Metazoa	482	False
